freq,unit,sex,age,geo\TIME_PERIOD	2021 
A,YR,T,Y_LT1,RS2	72.4 
A,YR,T,Y_LT1,RS21	72.9 
A,YR,T,Y_LT1,RS22	71.9 
A,YR,T,Y_LT1,SE	83.1 
A,YR,T,Y_LT1,SE1	83.5 
A,YR,T,Y_LT1,SE11	84.1 
A,YR,T,Y_LT1,SE12	83.0 
A,YR,T,Y_LT1,SE2	83.2 
A,YR,T,Y_LT1,SE21	83.5 
A,YR,T,Y_LT1,SE22	82.9 
A,YR,T,Y_LT1,SE23	83.2 
A,YR,T,Y_LT1,SE3	82.4 
A,YR,T,Y_LT1,SE31	82.5 
A,YR,T,Y_LT1,SE32	82.2 
A,YR,T,Y_LT1,SE33	82.3 
A,YR,T,Y_LT1,SI	80.7 
A,YR,T,Y_LT1,SI0	80.7 
A,YR,T,Y_LT1,SI03	79.7 
A,YR,T,Y_LT1,SI04	82.1 
A,YR,T,Y_LT1,SK	74.6 
A,YR,T,Y_LT1,SK0	74.6 
A,YR,T,Y_LT1,SK01	77.1 
A,YR,T,Y_LT1,SK02	74.6 
A,YR,T,Y_LT1,SK03	74.3 
A,YR,T,Y_LT1,SK04	73.9 
